99.107,240.96,100.59,330.88,130.55,159.35,144.04,438.1,160.85,279.77,180.5,212.61,179.87,88.67,183.14,347.46,218.46,148.93,227.38,275.16,251.56,212,252.38,341.08,253.59,420.36,262.03,69.903,292.62,141.64,298.45,279.9,321.16,210.24,327.49,354.43,345.61,84.217,374.21,263.67,380.65,162.71
99.334,240.95,100.51,330.92,130.54,159.35,143.92,438.34,160.85,279.82,180.38,212.59,180.08,88.725,183.14,347.64,218.44,148.95,227.58,275.1,251.48,211.89,252.38,341.18,253.75,420.1,262.05,69.886,292.77,141.7,298.61,279.89,321.28,210.46,327.5,354.45,345.74,84.038,374.29,263.71,380.48,163.03
99.515,240.84,100.45,330.97,130.55,159.33,143.83,438.58,160.89,279.88,180.27,212.62,180.29,88.767,183.12,347.84,218.45,148.91,227.82,274.99,251.45,211.77,252.44,341.3,253.85,419.74,262.12,69.849,292.99,141.75,298.81,279.84,321.39,210.53,327.49,354.44,345.87,83.802,374.36,263.73,380.31,163.27
99.646,240.59,100.38,331.04,130.63,159.25,143.74,438.71,160.92,279.88,180.23,212.6,180.41,88.7,182.91,348.06,218.5,148.86,228.01,274.91,251.44,211.57,252.49,341.3,253.96,419.46,262.08,69.71,293.26,141.97,298.99,279.89,321.48,210.46,327.45,354.2,346.01,83.603,374.49,263.71,380.03,163.55
99.642,240.42,100.15,331.13,130.63,159.28,143.57,438.92,160.75,280.07,180.11,212.65,180.32,88.728,182.65,348.32,218.49,148.76,228,274.89,251.34,211.4,252.5,341.37,253.85,419.21,261.96,69.581,293.32,142.19,299.02,280.02,321.42,210.39,327.37,354.07,346.02,83.499,374.5,263.63,379.74,163.75
99.69,240.1,100.17,331.18,130.7,159.31,143.48,439.15,160.67,280.22,180.16,212.8,180.35,88.75,182.55,348.62,218.53,148.74,228.12,274.87,251.48,211.29,252.62,341.52,253.92,419.04,261.94,69.48,293.38,142.36,299.24,280.07,321.55,210.29,327.47,353.96,346.24,83.594,374.65,263.61,379.57,163.9
99.636,239.8,100.1,331.31,130.76,159.28,143.35,439.41,160.5,280.42,180.09,212.98,180.34,88.838,182.41,348.85,218.52,148.78,228.18,274.95,251.52,211.24,252.76,341.69,253.93,418.89,261.98,69.471,293.45,142.62,299.4,280.18,321.56,210.2,327.43,353.89,346.33,83.716,374.72,263.47,379.36,164.09
99.409,239.6,99.868,331.28,130.71,159.32,143.08,439.58,160.19,280.6,179.89,213.07,180.18,89.004,182.08,349.19,218.35,148.84,228.06,275.02,251.41,211.33,252.7,341.81,253.67,418.79,261.89,69.668,293.36,142.76,299.48,280.23,321.5,210.14,327.27,353.82,346.29,83.85,374.61,263.46,378.99,164.29
99.407,239.36,99.795,331.25,130.77,159.45,142.98,439.74,160.02,280.88,179.88,213.15,180.29,89.122,181.93,349.54,218.36,148.95,228.28,275.11,251.47,211.38,252.63,341.92,253.55,418.7,262.04,69.794,293.43,142.91,299.7,280.33,321.57,210.1,327.35,353.89,346.4,83.938,374.68,263.54,378.89,164.44
99.376,239.03,99.564,331.13,130.74,159.44,142.88,439.73,159.79,281.14,179.81,213.16,180.18,89.257,181.75,349.86,218.15,149.09,228.41,275.23,251.4,211.34,252.52,341.83,253.34,418.68,262.14,69.934,293.46,143.09,299.83,280.4,321.62,209.98,327.38,353.9,346.38,83.999,374.68,263.53,378.65,164.54
99.259,238.79,99.473,331.08,130.68,159.35,142.81,439.59,159.6,281.34,179.78,213.12,180.06,89.365,181.63,350.11,217.89,149.22,228.5,275.17,251.33,211.35,252.34,341.73,253.02,418.81,262.15,70.047,293.43,143.26,300.01,280.41,321.59,209.93,327.35,353.89,346.25,84.106,374.67,263.51,378.45,164.61
99.328,238.68,99.495,331.1,130.81,159.36,142.86,439.42,159.55,281.6,179.82,213.16,180.09,89.578,181.61,350.4,217.8,149.3,228.6,275.25,251.41,211.33,252.34,341.8,252.88,419.03,262.28,70.19,293.53,143.44,300.42,280.51,321.65,210.03,327.48,353.97,346.23,84.368,374.84,263.66,378.43,164.63
99.194,238.6,99.311,331.14,130.81,159.23,142.67,439.32,159.27,281.76,179.52,213.18,180,89.735,181.47,350.69,217.49,149.33,228.54,275.27,251.41,211.34,252.12,341.81,252.48,419.08,262.26,70.281,293.5,143.43,300.57,280.52,321.5,210.1,327.4,354,346.05,84.521,374.78,263.73,378.25,164.63
99.091,238.46,99.154,331.14,130.78,159.09,142.48,439.15,159.03,281.98,179.35,213.24,180,89.881,181.38,350.88,217.37,149.29,228.45,275.38,251.49,211.34,251.98,341.98,252.24,419.08,262.32,70.308,293.46,143.41,300.8,280.56,321.39,210.21,327.37,354.02,345.95,84.665,374.72,263.79,378.11,164.54
99.099,238.28,99.192,331.22,130.86,158.93,142.53,438.87,159.08,282.09,179.31,213.36,180.2,90.088,181.39,351.14,217.41,149.31,228.47,275.53,251.63,211.4,251.98,342.05,252.15,419.19,262.57,70.394,293.49,143.39,301.07,280.58,321.37,210.43,327.45,353.97,345.94,84.974,374.79,263.9,378.12,164.55
98.975,238.09,98.938,331.31,130.72,158.79,142.35,438.49,158.92,282.09,179.05,213.37,180.16,90.215,181.25,351.32,217.28,149.33,228.23,275.4,251.67,211.4,251.78,342.01,251.84,419.14,262.6,70.383,293.29,143.21,301.13,280.45,321.13,210.48,327.41,353.86,345.81,85.124,374.63,263.93,377.97,164.48
98.982,237.78,98.884,331.39,130.8,158.62,142.39,438.14,158.89,281.97,178.96,213.47,180.25,90.3,181.29,351.55,217.23,149.34,228.17,275.4,251.86,211.39,251.82,341.92,251.74,419.03,262.71,70.376,293.24,143.04,301.34,280.31,321.04,210.57,327.44,353.84,345.82,85.269,374.62,264.06,377.91,164.5
99.032,237.59,98.866,331.49,130.84,158.51,142.28,437.79,158.89,282.05,178.89,213.57,180.4,90.451,181.46,351.77,217.22,149.46,228.12,275.51,251.95,211.51,251.83,341.91,251.73,419.22,262.84,70.395,293.22,143.02,301.41,280.19,320.99,210.69,327.49,354.05,345.89,85.501,374.69,264.13,377.86,164.49
98.856,237.45,98.663,331.5,130.75,158.3,142.05,437.37,158.7,282.06,178.67,213.47,180.34,90.467,181.41,351.87,216.93,149.5,227.98,275.48,251.8,211.57,251.63,341.82,251.54,419.29,262.8,70.396,293,143.02,301.35,280.05,320.84,210.77,327.34,354.22,345.81,85.736,374.58,264.06,377.62,164.37
98.872,237.08,98.483,331.4,130.72,158.16,141.97,437.02,158.56,281.99,178.62,213.33,180.33,90.593,181.5,351.96,216.78,149.6,227.87,275.5,251.73,211.58,251.49,341.75,251.5,419.23,262.81,70.31,292.85,142.92,301.37,279.84,320.87,210.76,327.21,354.21,345.74,85.997,374.51,263.91,377.44,164.1
98.82,236.91,98.34,331.4,130.66,158.08,141.9,436.58,158.44,282.09,178.53,213.31,180.18,90.581,181.57,352.17,216.65,149.76,227.81,275.54,251.64,211.62,251.36,341.84,251.48,419.46,262.88,70.365,292.7,142.88,301.34,279.95,320.88,210.89,327.03,354.31,345.64,86.207,374.44,263.94,377.36,163.92
98.782,236.72,98.201,331.39,130.72,157.99,141.78,436.3,158.24,282.14,178.42,213.27,180.03,90.589,181.8,352.27,216.63,149.9,227.74,275.53,251.65,211.64,251.3,341.86,251.49,419.54,262.86,70.37,292.62,142.8,301.28,279.98,321,210.91,326.91,354.39,345.46,86.355,374.43,263.86,377.33,163.79
98.651,236.46,98.094,331.21,130.72,157.8,141.75,435.84,158.07,281.99,178.35,213.25,179.9,90.589,182.03,352.2,216.72,150.03,227.89,275.47,251.66,211.61,251.36,341.8,251.59,419.56,262.87,70.125,292.59,142.71,301.12,279.98,321.21,210.8,326.81,354.42,345.35,86.381,374.48,263.68,377.35,163.7
98.555,236.18,97.878,331.09,130.77,157.67,141.68,435.64,157.83,282.04,178.2,213.44,179.68,90.528,182.24,352.13,216.84,150.29,227.8,275.43,251.56,211.66,251.32,341.83,251.7,419.8,262.81,69.9,292.53,142.69,300.84,280.03,321.36,210.8,326.65,354.5,345.12,86.391,374.51,263.53,377.38,163.7
98.496,236.09,97.968,331.04,130.82,157.7,141.65,435.56,157.72,282.07,178.25,213.71,179.59,90.47,182.49,352.22,217.15,150.71,227.85,275.52,251.59,211.87,251.4,342.03,251.9,419.88,262.87,69.774,292.49,142.73,300.65,280.18,321.47,210.86,326.54,354.72,345,86.461,374.6,263.46,377.57,163.78
98.345,235.85,97.821,330.84,130.82,157.64,141.51,435.42,157.54,281.86,177.95,213.73,179.48,90.261,182.6,352.08,217.25,150.7,227.74,275.4,251.57,211.97,251.48,341.93,252.13,419.8,262.83,69.47,292.43,142.76,300.41,280.19,321.55,210.84,326.41,354.84,344.88,86.313,374.7,263.36,377.62,163.77
98.148,235.51,97.711,330.65,130.73,157.53,141.36,435.24,157.3,281.69,177.62,213.76,179.38,89.945,182.71,351.84,217.23,150.73,227.56,275.36,251.51,212.03,251.55,341.76,252.24,419.64,262.74,69.192,292.26,142.84,300.07,280.17,321.6,210.83,326.25,354.96,344.77,86.161,374.81,263.26,377.64,163.8
98.119,235.42,97.781,330.51,130.78,157.57,141.42,435.19,157.18,281.71,177.53,213.9,179.52,89.874,182.89,351.72,217.36,150.65,227.53,275.3,251.66,212.31,251.87,341.6,252.47,419.46,262.75,69.091,292.22,143.06,299.9,280.2,321.87,210.82,326.19,355.17,344.75,86.188,375.06,263.25,377.77,163.75
98.001,235.19,97.65,330.26,130.78,157.58,141.27,435.19,157.1,281.78,177.32,213.84,179.55,89.765,182.89,351.46,217.4,150.42,227.29,275.18,251.71,212.47,251.93,341.51,252.56,419.35,262.76,68.918,291.94,143.19,299.66,280.18,321.92,210.76,325.96,355.26,344.68,86.185,375.2,263.22,377.74,163.66
